id,sex,age,bronze,silver,gold,platinum,paid,employed,number_people,income,married,tobacco,city,state,lat,lng
234037,0,38,42.7,81.7,137.7,213.2,137.7,1,2,200000,1,1,Hibbing,Minnesota,47.42105,-92.94174
235037,0,38,43.95,85.45,143.95,223.2,85.45,1,3,300000,0,1,Fergus Falls,Minnesota,46.27862,-96.07239
236037,0,37,41.45,77.95,131.45,203.2,77.95,1,1,300000,1,1,Colorado Springs,Colorado,38.83348,-104.82181
237037,0,32,56.45,88.95,136.45,200.2,88.95,1,1,200000,1,1,Garden City,Iowa,42.24547,-93.39548
238037,0,38,43.95,85.45,143.95,223.2,85.45,1,3,100000,0,1,Fresno,California,36.74066,-119.78576
239037,0,35,53.45,85.95,133.45,197.2,53.45,1,1,400000,1,1,Max,Minnesota,47.62174,-94.06791
240038,1,36,38.25,74.75,128.25,200.0,38.25,1,1,100000,1,1,Davenport,Iowa,41.53826,-90.57602
241038,1,38,44.45,80.95,134.45,206.2,80.95,1,1,200000,1,1,Madison,Wisconsin,43.07295,-89.38669
242038,1,35,39.95,77.45,129.95,201.2,39.95,1,3,100000,1,1,Las Vegas,Nevada,36.17191,-115.13997
243038,1,30,37.7,68.7,112.7,172.2,68.7,1,2,800000,1,1,Bismarck,North Dakota,46.80536,-100.77933
244038,1,37,45.2,89.2,150.2,233.2,150.2,1,4,200000,1,1,Grand Rapids,Minnesota,47.23592,-93.52753
245038,1,34,37.45,69.95,117.45,181.2,37.45,1,1,100000,0,1,San Clemente,California,33.42862,-117.60733
246038,1,33,37.45,69.95,117.45,181.2,117.45,1,1,100000,1,1,Askov,Minnesota,46.18819,-92.78246
247038,1,37,41.45,77.95,131.45,203.2,131.45,1,1,200000,1,1,Los Angeles,California,34.05349,-118.24532
248038,1,30,53.7,84.7,128.7,188.2,84.7,1,2,200000,1,1,Sioux City,Iowa,42.49981,-96.42094
249038,1,30,52.45,80.95,122.45,178.2,80.95,1,1,200000,1,1,Holyoke,Minnesota,46.46814,-92.3861
250039,0,34,58.95,96.45,148.95,220.2,148.95,1,3,100000,1,1,Emery,Utah,38.92249,-111.25558
251039,0,32,39.95,77.45,129.95,201.2,77.45,1,3,300000,0,1,Sacramento,California,38.57933,-121.4909
252039,0,30,35.95,69.45,115.95,179.2,115.95,1,3,300000,1,1,Askov,Minnesota,46.18819,-92.78246
253039,0,33,40.45,72.95,120.45,184.2,72.95,1,1,200000,1,1,Anchorage,Alaska,61.21753,-149.85825
254040,1,33,42.95,80.45,132.95,204.2,132.95,1,3,200000,0,1,Provo,Utah,40.2337,-111.6685
255041,0,33,40.45,72.95,120.45,184.2,40.45,1,1,100000,1,1,Chignik Lake,Alaska,56.25501,-158.76191
256041,0,33,53.45,85.95,133.45,197.2,53.45,1,1,200000,0,1,Waikoloa,Hawaii,19.92891,-155.78682
257041,0,35,53.45,85.95,133.45,197.2,133.45,1,1,100000,0,1,Salem,Oregon,44.93326,-123.04381
258041,0,35,40.45,72.95,120.45,184.2,120.45,1,1,300000,1,1,Rapid City,South Dakota,44.08116,-103.23089
259041,0,37,59.95,101.45,159.95,239.2,159.95,0,3,500000,0,1,Tacoma,Washington,47.25513,-122.44164
260042,1,31,37.45,69.95,117.45,181.2,117.45,1,1,200000,1,1,Denver,Colorado,39.74001,-104.99202
261042,1,32,37.45,69.95,117.45,181.2,69.95,0,1,300000,0,1,Crescent City,California,41.75281,-124.20046
262042,1,31,37.45,69.95,117.45,181.2,69.95,1,1,100000,0,1,Fairview,Oregon,45.53172,-122.43931
263042,1,33,42.95,80.45,132.95,204.2,204.2,1,3,200000,1,1,Sun Valley,Idaho,43.68987,-114.34511
264043,0,38,46.95,88.45,146.95,226.2,88.45,1,3,200000,1,1,Oshkosh,Wisconsin,44.02491,-88.54443
265043,0,36,60.45,96.95,150.45,222.2,60.45,1,1,100000,1,1,Salt Lake City,Utah,40.76031,-111.88822
266043,0,30,35.95,69.45,115.95,179.2,35.95,1,3,200000,1,1,Salem,Oregon,44.93326,-123.04381
267043,0,31,43.25,71.75,113.25,169.0,113.25,1,1,100000,0,1,Klamath Falls,Oregon,42.22388,-121.78206
268043,0,37,44.45,80.95,134.45,206.2,80.95,1,1,200000,0,1,Tucson,Arizona,32.22155,-110.96976
269043,0,36,41.45,77.95,131.45,203.2,77.95,1,1,300000,1,1,Seattle,Washington,47.60357,-122.32945
270044,1,38,41.45,77.95,131.45,203.2,131.45,1,1,100000,1,1,Detroit Lakes,Minnesota,46.81951,-95.84524
271044,1,36,35.25,71.75,125.25,197.0,71.75,1,1,100000,1,1,San Luis Obispo,California,35.28552,-120.66252
272044,1,38,60.45,96.95,150.45,222.2,96.95,1,1,400000,0,1,Shenandoah,Iowa,40.76593,-95.37561
273044,1,40,45.7,84.7,140.7,216.2,84.7,1,2,200000,0,1,Ree Heights,South Dakota,44.51627,-99.20043
274044,1,30,51.95,85.45,131.95,195.2,85.45,1,3,200000,1,1,Sacramento,California,38.57933,-121.4909
275044,1,34,41.7,76.7,126.7,194.2,76.7,1,2,200000,0,1,Holy Cross,Alaska,62.20157,-159.77024
276044,1,37,41.45,77.95,131.45,203.2,77.95,1,1,1000000,1,1,Los Angeles,California,34.05349,-118.24532
277044,1,34,34.25,66.75,114.25,178.0,114.25,1,1,100000,1,1,Clarion,Iowa,42.73116,-93.7354
278044,1,36,58.7,97.7,153.7,229.2,58.7,1,2,100000,1,1,Karlstad,Minnesota,48.57774,-96.52121
279044,1,38,37.75,79.25,137.75,217.0,137.75,0,3,100000,1,1,Sacramento,California,38.57933,-121.4909
280045,0,34,31.25,63.75,111.25,175.0,63.75,1,1,100000,0,1,Visalia,California,36.33377,-119.29291
281045,0,40,57.45,93.95,147.45,219.2,147.45,1,1,300000,1,1,Los Angeles,California,34.05349,-118.24532
282045,0,35,41.7,76.7,126.7,194.2,126.7,0,2,100000,1,1,Baring,Missouri,40.24375,-92.20538
283045,0,30,36.45,64.95,106.45,162.2,36.45,1,1,300000,0,1,Round Top,Texas,30.07121,-96.69392
284046,1,40,42.7,81.7,137.7,213.2,81.7,1,2,200000,1,1,Evansville,Indiana,37.97708,-87.56405
285046,1,35,40.45,72.95,120.45,184.2,40.45,0,1,300000,0,1,Green Castle,Missouri,40.26252,-92.87798
286046,1,40,44.45,80.95,134.45,206.2,206.2,1,1,100000,1,1,Lafayette,Louisiana,30.22032,-92.01705
287046,1,39,57.45,93.95,147.45,219.2,93.95,1,1,300000,0,1,Saint Louis,Missouri,38.62775,-90.19956
288046,1,31,44.2,84.2,139.2,214.2,44.2,0,4,100000,1,1,Alexandria,Louisiana,31.31266,-92.44568
289046,1,36,62.95,104.45,162.95,242.2,104.45,1,3,300000,1,1,Balmorhea,Texas,30.98655,-103.74406
290047,0,34,58.95,96.45,148.95,220.2,148.95,1,3,500000,1,1,Fair Play,Missouri,37.62994,-93.57453
291047,0,35,53.45,85.95,133.45,197.2,85.95,1,1,300000,1,1,Carbondale,Illinois,37.7273,-89.2158
292047,0,38,51.25,87.75,141.25,213.0,87.75,1,1,300000,0,1,Chicago,Illinois,41.88425,-87.63245
293047,0,35,56.45,88.95,136.45,200.2,88.95,1,1,300000,1,1,Springdale,Arkansas,36.18836,-94.13021
294047,0,33,40.45,72.95,120.45,184.2,72.95,1,1,100000,0,1,Tallahassee,Florida,30.43977,-84.28065
295048,1,36,61.7,100.7,156.7,232.2,100.7,0,2,100000,1,1,Athens,Georgia,33.95813,-83.37325
296048,1,30,38.95,72.45,118.95,182.2,72.45,0,3,300000,1,1,Oklahoma City,Oklahoma,35.47203,-97.52107
297048,1,34,60.2,100.2,155.2,230.2,155.2,1,4,100000,1,1,Kansas City,Missouri,39.10345,-94.58311
298048,1,37,48.2,92.2,153.2,236.2,153.2,1,4,300000,1,1,Pensacola,Florida,30.42084,-87.21723
299048,1,35,60.2,100.2,155.2,230.2,60.2,1,4,200000,0,1,Houston,Texas,29.76058,-95.36968
300050,1,39,43.95,85.45,143.95,223.2,43.95,1,3,300000,1,1,Saint Louis,Missouri,38.62775,-90.19956
301050,1,36,41.45,77.95,131.45,203.2,41.45,1,1,200000,1,1,Denver,Colorado,39.74001,-104.99202
302050,1,37,41.45,77.95,131.45,203.2,131.45,1,1,100000,1,1,Peoria,Illinois,40.69236,-89.58799
303050,1,34,41.7,76.7,126.7,194.2,76.7,0,2,300000,0,1,Colorado City,Arizona,36.98776,-112.97405
304051,0,33,60.2,100.2,155.2,230.2,155.2,1,4,100000,1,1,Safford,Arizona,32.83437,-109.70859
305051,0,30,38.95,72.45,118.95,182.2,38.95,1,3,100000,1,1,Mobile,Alabama,30.68648,-88.05297
306051,0,37,60.45,96.95,150.45,222.2,96.95,1,1,100000,1,1,Macon,Georgia,32.83998,-83.62808
307051,0,38,59.95,101.45,159.95,239.2,101.45,1,3,200000,0,1,Paradise Valley,Nevada,41.49322,-117.53365
308051,0,32,42.95,80.45,132.95,204.2,80.45,1,3,300000,1,1,Richey,Montana,47.6457,-105.06934
309051,0,36,48.2,92.2,153.2,236.2,153.2,1,4,1000000,1,1,Mc Rae Helena,Georgia,32.1039058459,-82.9656882536
310052,1,36,38.7,73.7,123.7,191.2,123.7,1,2,200000,1,1,San Luis Obispo,California,35.28552,-120.66252
311052,1,38,64.2,108.2,169.2,252.2,169.2,0,4,100000,1,1,Cleveland,Mississippi,33.74745,-90.71702
312052,1,34,36.75,74.25,126.75,198.0,198.0,0,3,500000,0,1,Bovill,Idaho,46.8622,-116.39782
313052,1,31,55.95,93.45,145.95,217.2,145.95,1,3,300000,1,1,La Crosse,Wisconsin,43.81262,-91.25192
314052,1,30,33.45,61.95,103.45,159.2,103.45,1,1,200000,1,1,Denver,Colorado,39.74001,-104.99202
315052,1,39,45.7,84.7,140.7,216.2,84.7,1,2,100000,1,1,New Boston,Illinois,41.17145,-90.99563
316052,1,38,57.45,93.95,147.45,219.2,147.45,1,1,100000,1,1,Victorville,California,34.51061,-117.32364
317052,1,37,44.45,80.95,134.45,206.2,80.95,1,1,100000,1,1,Atkinson,Nebraska,42.53174,-98.97095
318052,1,36,44.45,80.95,134.45,206.2,80.95,1,1,900000,1,1,Wakpala,South Dakota,45.74724,-100.47971
319052,1,31,40.45,72.95,120.45,184.2,72.95,1,1,100000,1,1,Des Moines,Iowa,41.58976,-93.61565
320053,0,30,51.95,85.45,131.95,195.2,131.95,1,3,100000,0,1,Minneapolis,Minnesota,44.97902,-93.26494
321053,0,33,40.45,72.95,120.45,184.2,120.45,1,1,300000,1,1,Catharine,Kansas,38.92777,-99.21493
322054,1,37,44.45,80.95,134.45,206.2,44.45,1,1,100000,1,1,Chattanooga,Tennessee,35.04672,-85.30947
323054,1,32,56.45,88.95,136.45,200.2,88.95,1,1,200000,0,1,Houston,Texas,29.76058,-95.36968
324054,1,38,45.7,84.7,140.7,216.2,84.7,0,2,100000,1,1,Miami,Florida,25.77481,-80.19773
325054,1,39,38.25,74.75,128.25,200.0,74.75,1,1,100000,0,1,Kansas City,Missouri,39.10345,-94.58311
326054,1,36,44.45,80.95,134.45,206.2,134.45,1,1,100000,1,1,Salina,Kansas,38.84054,-97.6097
327054,1,33,56.45,88.95,136.45,200.2,56.45,1,1,300000,0,1,Vicksburg,Mississippi,32.35004,-90.88155
328054,1,39,44.45,80.95,134.45,206.2,134.45,1,1,300000,1,1,Florence,Alabama,34.80045,-87.67526
329054,1,32,41.7,76.7,126.7,194.2,126.7,1,2,700000,1,1,Houston,Texas,29.76058,-95.36968
330055,0,37,44.45,80.95,134.45,206.2,80.95,1,1,100000,1,1,Greenville,Mississippi,33.39896,-91.03778
331055,0,38,62.95,104.45,162.95,242.2,104.45,1,3,100000,1,1,Nashville,Tennessee,36.16784,-86.77816
332055,0,38,57.45,93.95,147.45,219.2,57.45,1,1,400000,1,1,Bloomington,Illinois,40.48535,-88.99772
333055,0,31,41.2,81.2,136.2,211.2,136.2,1,4,300000,1,1,Chicago,Illinois,41.88425,-87.63245
334055,0,31,40.45,72.95,120.45,184.2,120.45,1,1,1000000,1,1,Jacksonville,Florida,30.33147,-81.65622
335055,0,30,53.7,84.7,128.7,188.2,84.7,1,2,300000,1,1,Asheville,North Carolina,35.59844,-82.55312
336055,0,34,56.45,88.95,136.45,200.2,136.45,1,1,200000,0,1,Longview,Texas,32.50064,-94.74061
337055,0,33,44.2,84.2,139.2,214.2,139.2,1,4,100000,1,1,Shreveport,Louisiana,32.51487,-93.74689
338055,0,37,46.95,88.45,146.95,226.2,226.2,1,3,100000,1,1,Oklahoma City,Oklahoma,35.47203,-97.52107
339055,0,38,44.45,80.95,134.45,206.2,134.45,1,1,200000,1,1,Arkadelphia,Arkansas,34.12098,-93.05413
340056,1,37,48.2,92.2,153.2,236.2,48.2,1,4,200000,0,1,Orlando,Florida,28.53823,-81.37739
341056,1,33,41.2,81.2,136.2,211.2,41.2,1,4,100000,0,1,Chicago,Illinois,41.88425,-87.63245
342056,1,39,59.95,101.45,159.95,239.2,101.45,1,3,200000,0,1,Effingham,Illinois,39.11922,-88.53759
343056,1,36,60.45,96.95,150.45,222.2,222.2,1,1,200000,0,1,Palestine,Texas,31.7617,-95.632
344056,1,31,44.2,84.2,139.2,214.2,139.2,1,4,300000,1,1,Bartlesville,Oklahoma,36.74675,-95.97902
345056,1,34,41.7,76.7,126.7,194.2,126.7,0,2,300000,1,1,Dallas,Texas,32.77815,-96.7954
346056,1,31,36.45,64.95,106.45,162.2,64.95,1,1,300000,1,1,Galveston,Texas,29.29532,-94.80791
347056,1,31,41.7,76.7,126.7,194.2,41.7,1,2,100000,1,1,New Orleans,Louisiana,29.9537,-90.07775
348056,1,38,46.95,88.45,146.95,226.2,88.45,1,3,100000,0,1,Meridian,Mississippi,32.36508,-88.70308
349056,1,33,40.45,72.95,120.45,184.2,120.45,1,1,500000,0,1,Hobbs,New Mexico,32.69657,-103.12853
350056,1,30,30.25,58.75,100.25,156.0,100.25,1,1,100000,1,1,Naples,Florida,26.13934,-81.79583
351056,1,31,58.95,96.45,148.95,220.2,96.45,1,3,200000,1,1,Greenwood,Mississippi,33.51711,-90.18039
352057,0,38,44.45,80.95,134.45,206.2,80.95,1,1,300000,0,1,Atlanta,Georgia,33.74831,-84.39111
353057,0,35,41.7,76.7,126.7,194.2,41.7,1,2,200000,0,1,Tulsa,Oklahoma,36.14974,-95.99333
354057,0,39,46.95,88.45,146.95,226.2,146.95,0,3,300000,1,1,Sioux City,Iowa,42.49981,-96.42094
355057,0,36,60.45,96.95,150.45,222.2,150.45,0,1,300000,0,1,Cape Girardeau,Missouri,37.30271,-89.54453
356057,0,31,37.7,68.7,112.7,172.2,112.7,1,2,200000,1,1,Overton,Nebraska,40.73869,-99.5383
357057,0,36,41.45,77.95,131.45,203.2,77.95,1,1,200000,0,1,Chicago,Illinois,41.88425,-87.63245
358057,0,39,60.45,96.95,150.45,222.2,96.95,1,1,300000,1,1,Kansas City,Missouri,39.10345,-94.58311
359057,0,35,42.95,80.45,132.95,204.2,132.95,1,3,200000,1,1,Ocala,Florida,29.18775,-82.14041
360058,1,36,54.25,90.75,144.25,216.0,90.75,1,1,900000,1,1,Heber Springs,Arkansas,35.4919,-92.03686
361058,1,31,44.2,84.2,139.2,214.2,84.2,1,4,200000,1,1,Pierce City,Missouri,36.94499,-94.00159
362058,1,31,41.7,76.7,126.7,194.2,126.7,1,2,200000,1,1,Somerset,Kentucky,37.0934,-84.60084
363058,1,37,44.45,80.95,134.45,206.2,134.45,1,1,200000,1,1,Miami,Florida,25.77481,-80.19773
364058,1,32,34.25,66.75,114.25,178.0,114.25,1,1,200000,1,1,Orlando,Florida,28.53823,-81.37739
365058,1,39,41.45,77.95,131.45,203.2,41.45,1,1,300000,1,1,Chicago,Illinois,41.88425,-87.63245
366058,1,32,55.95,93.45,145.95,217.2,145.95,0,3,100000,0,1,Clinton,Iowa,41.83898,-90.19196
367058,1,31,58.95,96.45,148.95,220.2,96.45,1,3,400000,0,1,Arlington,Alabama,32.05691,-87.58818
368058,1,30,52.45,80.95,122.45,178.2,178.2,1,1,300000,1,1,Anniston,Alabama,33.65711,-85.81945
369058,1,32,34.25,66.75,114.25,178.0,34.25,0,1,100000,0,1,Austin,Texas,30.26759,-97.74299
370059,0,33,40.45,72.95,120.45,184.2,72.95,1,1,900000,1,1,Harrison,Arkansas,36.22862,-93.11052
371059,0,38,64.2,108.2,169.2,252.2,108.2,0,4,100000,1,1,Kansas City,Missouri,39.10345,-94.58311
372059,0,40,45.7,84.7,140.7,216.2,84.7,1,2,100000,1,1,Dallas,Texas,32.77815,-96.7954
373059,0,35,38.7,73.7,123.7,191.2,73.7,1,2,100000,1,1,Champaign,Illinois,40.1142,-88.2435
374059,0,34,36.75,74.25,126.75,198.0,126.75,1,3,100000,0,1,Cleveland,Mississippi,33.74745,-90.71702
375059,0,31,42.95,80.45,132.95,204.2,132.95,1,3,200000,1,1,Austin,Texas,30.26759,-97.74299
376059,0,37,44.45,80.95,134.45,206.2,134.45,1,1,1000000,1,1,Memphis,Tennessee,35.14976,-90.04925
377059,0,33,40.45,72.95,120.45,184.2,40.45,1,1,100000,0,1,Norfolk,Nebraska,42.03271,-97.41106
378059,0,32,40.45,72.95,120.45,184.2,72.95,1,1,500000,1,1,Marietta,Georgia,33.95319,-84.54588
379059,0,35,44.2,84.2,139.2,214.2,214.2,1,4,200000,1,1,Kansas City,Missouri,39.10345,-94.58311
380060,1,36,44.45,80.95,134.45,206.2,80.95,1,1,400000,0,1,Baton Rouge,Louisiana,30.44334,-91.18699
381060,1,33,53.45,85.95,133.45,197.2,133.45,0,1,100000,1,1,Bloomington,Illinois,40.48535,-88.99772
382060,1,32,40.45,72.95,120.45,184.2,72.95,1,1,300000,1,1,Huntsville,Texas,30.72378,-95.55217
383061,0,34,44.2,84.2,139.2,214.2,139.2,1,4,100000,1,1,Jonesboro,Arkansas,35.83525,-90.70507
384061,0,38,44.45,80.95,134.45,206.2,44.45,1,1,200000,1,1,Cleveland,Mississippi,33.74745,-90.71702
385061,0,32,41.7,76.7,126.7,194.2,76.7,1,2,700000,1,1,Miami,Florida,25.77481,-80.19773
386061,0,36,60.45,96.95,150.45,222.2,96.95,1,1,100000,1,1,Milton,Florida,30.6336,-87.03815
387061,0,32,41.7,76.7,126.7,194.2,76.7,1,2,200000,0,1,Huntsville,Alabama,34.72929,-86.5851
388061,0,34,34.25,66.75,114.25,178.0,178.0,1,1,200000,1,1,Springdale,Arkansas,36.18836,-94.13021
389061,0,36,37.45,69.95,117.45,181.2,69.95,1,1,100000,0,1,Saint Louis,Missouri,38.62775,-90.19956
390062,1,33,42.95,80.45,132.95,204.2,132.95,1,3,100000,1,1,Palestine,Texas,31.7617,-95.632
391062,1,31,56.45,88.95,136.45,200.2,88.95,0,1,200000,1,1,Crossville,Tennessee,35.94836,-85.0265
392062,1,36,44.45,80.95,134.45,206.2,134.45,1,1,400000,1,1,Scottsboro,Alabama,34.6852,-86.09461
393062,1,35,40.45,72.95,120.45,184.2,184.2,1,1,200000,0,1,Milton,Kansas,37.43162,-97.7697
394062,1,37,61.7,100.7,156.7,232.2,156.7,1,2,100000,1,1,Saint Louis,Missouri,38.62775,-90.19956
395062,1,36,48.2,92.2,153.2,236.2,92.2,1,4,300000,0,1,Rolla,Missouri,37.95147,-91.76931
396062,1,36,46.95,88.45,146.95,226.2,88.45,1,3,100000,1,1,Memphis,Tennessee,35.14976,-90.04925
397062,1,34,40.45,72.95,120.45,184.2,184.2,1,1,100000,1,1,Memphis,Tennessee,35.14976,-90.04925
398062,1,36,46.95,88.45,146.95,226.2,226.2,1,3,100000,0,1,Austin,Texas,30.26759,-97.74299
399062,1,39,42.7,81.7,137.7,213.2,81.7,0,2,900000,0,1,Saint Louis,Missouri,38.62775,-90.19956
400063,0,34,50.25,82.75,130.25,194.0,82.75,1,1,300000,1,1,Lufkin,Texas,31.34239,-94.71826
401063,0,38,60.45,96.95,150.45,222.2,222.2,1,1,200000,0,1,San Antonio,Texas,29.42458,-98.49461
402063,0,38,45.7,84.7,140.7,216.2,45.7,1,2,200000,1,1,Topeka,Kansas,39.04928,-95.67118
403063,0,31,40.45,72.95,120.45,184.2,40.45,1,1,100000,1,1,Pampa,Texas,35.53187,-100.95877
404063,0,31,38.95,72.45,118.95,182.2,72.45,1,3,200000,1,1,Athens,Georgia,33.95813,-83.37325
405063,0,33,58.95,96.45,148.95,220.2,220.2,1,3,100000,0,1,Granbury,Texas,32.44235,-97.79426
406063,0,37,45.7,84.7,140.7,216.2,84.7,1,2,200000,0,1,Savannah,Georgia,32.08091,-81.09119
407063,0,37,44.45,80.95,134.45,206.2,80.95,1,1,300000,0,1,Rocksprings,Texas,30.0157,-100.21004
408063,0,33,40.45,72.95,120.45,184.2,120.45,1,1,300000,0,1,Hutchinson,Kansas,38.05725,-97.93268
409063,0,34,42.95,80.45,132.95,204.2,42.95,1,3,800000,1,1,Anniston,Alabama,33.65711,-85.81945
410064,1,31,37.45,69.95,117.45,181.2,181.2,1,1,200000,0,1,Chicago,Illinois,41.88425,-87.63245
411064,1,32,54.0,94.0,149.0,224.0,149.0,1,4,200000,1,1,Greenville,Mississippi,33.39896,-91.03778
412064,1,39,43.95,85.45,143.95,223.2,143.95,1,3,200000,1,1,Chicago,Illinois,41.88425,-87.63245
413064,1,36,41.45,77.95,131.45,203.2,41.45,1,1,300000,0,1,Rinard,Illinois,38.57063,-88.46147
414064,1,38,44.45,80.95,134.45,206.2,44.45,1,1,200000,1,1,Dallas,Texas,32.77815,-96.7954
415064,1,31,36.45,64.95,106.45,162.2,64.95,1,1,200000,1,1,Shreveport,Louisiana,32.51487,-93.74689
416064,1,31,42.95,80.45,132.95,204.2,42.95,1,3,100000,0,1,Dallas,Texas,32.77815,-96.7954
417064,1,31,42.95,80.45,132.95,204.2,42.95,1,3,300000,1,1,Foley,Alabama,30.40607,-87.6838
418064,1,34,41.7,76.7,126.7,194.2,41.7,1,2,300000,1,1,Tallahassee,Florida,30.43977,-84.28065
419064,1,31,44.2,84.2,139.2,214.2,84.2,1,4,200000,1,1,Orlando,Florida,28.53823,-81.37739
420065,0,39,61.7,100.7,156.7,232.2,100.7,1,2,100000,0,1,Waco,Texas,31.57182,-97.1495
421066,1,38,60.45,96.95,150.45,222.2,96.95,1,1,200000,1,1,Omaha,Nebraska,41.26067,-95.94056
422066,1,39,44.45,80.95,134.45,206.2,80.95,1,1,200000,0,1,Jackson,Tennessee,35.6139,-88.8194
423067,0,30,38.95,72.45,118.95,182.2,38.95,1,3,100000,1,1,Albany,Georgia,31.58111,-84.15601
424067,0,35,41.7,76.7,126.7,194.2,76.7,1,2,100000,0,1,Saint Petersburg,Florida,27.77086,-82.67927
425067,0,33,40.45,72.95,120.45,184.2,40.45,1,1,300000,1,1,Mcalester,Oklahoma,34.93397,-95.76961
426067,0,31,42.95,80.45,132.95,204.2,42.95,1,3,100000,1,1,Sedalia,Missouri,38.71077,-93.22806
427067,0,32,42.95,80.45,132.95,204.2,80.45,0,3,100000,1,1,Pierce City,Missouri,36.94499,-94.00159
428067,0,39,38.25,74.75,128.25,200.0,74.75,1,1,300000,1,1,Shickley,Nebraska,40.41773,-97.72321
429067,0,30,53.7,84.7,128.7,188.2,128.7,1,2,200000,1,1,Orlando,Florida,28.53823,-81.37739
430068,1,35,37.45,69.95,117.45,181.2,69.95,1,1,100000,1,1,Springfield,Illinois,39.80105,-89.6436
431069,0,35,40.45,72.95,120.45,184.2,120.45,1,1,100000,1,1,Holly Springs,Mississippi,34.7693,-89.44859
432069,0,33,40.45,72.95,120.45,184.2,72.95,1,1,100000,1,1,Orlando,Florida,28.53823,-81.37739
433069,0,34,40.45,72.95,120.45,184.2,120.45,1,1,300000,0,1,Hot Springs National Park,Arkansas,34.5116500261,-93.0535500511
434069,0,30,46.25,74.75,116.25,172.0,74.75,1,1,300000,0,1,Brownwood,Texas,31.72527,-98.98071
435069,0,30,49.45,77.95,119.45,175.2,49.45,1,1,200000,1,1,Bloomington,Illinois,40.48535,-88.99772
436069,0,36,56.45,88.95,136.45,200.2,88.95,1,1,100000,1,1,Llano,Texas,30.74978,-98.67594
437069,0,38,38.25,74.75,128.25,200.0,74.75,1,1,300000,0,1,Marietta,Georgia,33.95319,-84.54588
438069,0,30,54.95,88.45,134.95,198.2,134.95,1,3,700000,0,1,Dallas,Texas,32.77815,-96.7954
439069,0,35,41.7,76.7,126.7,194.2,126.7,1,2,300000,1,1,Oklahoma City,Oklahoma,35.47203,-97.52107
440069,0,36,45.7,84.7,140.7,216.2,140.7,1,2,100000,1,1,Palestine,Texas,31.7617,-95.632
441069,0,33,57.7,92.7,142.7,210.2,57.7,1,2,400000,0,1,Mcalester,Oklahoma,34.93397,-95.76961
442069,0,32,57.7,92.7,142.7,210.2,142.7,1,2,100000,1,1,Tampa,Florida,27.94653,-82.45927
443069,0,36,44.45,80.95,134.45,206.2,80.95,1,1,300000,1,1,Huntsville,Alabama,34.72929,-86.5851
444069,0,37,43.95,85.45,143.95,223.2,223.2,1,3,300000,0,1,Effingham,Illinois,39.11922,-88.53759
445069,0,30,37.7,68.7,112.7,172.2,112.7,1,2,200000,0,1,Kansas City,Missouri,39.10345,-94.58311
446069,0,39,44.45,80.95,134.45,206.2,134.45,1,1,200000,1,1,Milledgeville,Georgia,33.0815,-83.22557
447069,0,32,40.45,72.95,120.45,184.2,120.45,0,1,100000,1,1,Orlando,Florida,28.53823,-81.37739
448069,0,38,44.45,80.95,134.45,206.2,134.45,1,1,500000,1,1,Kansas City,Missouri,39.10345,-94.58311
449069,0,39,44.45,80.95,134.45,206.2,206.2,1,1,200000,0,1,Tupelo,Mississippi,34.25741,-88.70783
450070,1,39,43.95,85.45,143.95,223.2,43.95,1,3,100000,1,1,Saint Louis,Missouri,38.62775,-90.19956
451070,1,34,39.95,77.45,129.95,201.2,201.2,1,3,100000,1,1,Chicago,Illinois,41.88425,-87.63245
452070,1,34,44.2,84.2,139.2,214.2,214.2,0,4,100000,1,1,Saint Joseph,Missouri,39.76861,-94.84663
453070,1,37,44.45,80.95,134.45,206.2,134.45,1,1,200000,0,1,Lufkin,Texas,31.34239,-94.71826
454070,1,30,37.7,68.7,112.7,172.2,37.7,1,2,700000,0,1,Memphis,Tennessee,35.14976,-90.04925
455070,1,31,56.45,88.95,136.45,200.2,88.95,1,1,200000,0,1,Ocala,Florida,29.18775,-82.14041
456070,1,31,44.2,84.2,139.2,214.2,44.2,1,4,1000000,1,1,Montgomery,Alabama,32.38015,-86.30008
457070,1,35,40.45,72.95,120.45,184.2,40.45,1,1,200000,1,1,Marietta,Georgia,33.95319,-84.54588
458070,1,33,42.95,80.45,132.95,204.2,132.95,1,3,100000,1,1,Jacksonville,Florida,30.33147,-81.65622
459070,1,33,41.7,76.7,126.7,194.2,76.7,1,2,400000,0,1,Salina,Kansas,38.84054,-97.6097
460072,1,31,41.7,76.7,126.7,194.2,76.7,1,2,100000,1,1,Ellijay,Georgia,34.69451,-84.4829
461072,1,33,40.45,72.95,120.45,184.2,184.2,0,1,300000,1,1,Daykin,Nebraska,40.32126,-97.29937
462072,1,32,53.45,85.95,133.45,197.2,85.95,1,1,100000,1,1,Evansville,Indiana,37.97708,-87.56405
463072,1,34,56.45,88.95,136.45,200.2,88.95,1,1,200000,1,1,Leslie,Missouri,38.4181,-91.23161
464072,1,34,42.95,80.45,132.95,204.2,132.95,0,3,100000,0,1,Orlando,Florida,28.53823,-81.37739
465072,1,34,56.45,88.95,136.45,200.2,200.2,1,1,100000,1,1,Jackson,Tennessee,35.6139,-88.8194
466072,1,38,44.45,80.95,134.45,206.2,134.45,1,1,200000,0,1,Alexander,Kansas,38.46833,-99.55285
